"","P8","P9","P10","P11","P15","P16","P18","P19","P22","P28","P30","P32","P33","P36","P38","P40","P42","P43","P45","P47","P51","P54","P61","P65","P68","P72","P73","P76","P89","P90","P91","P98","P99","P100","P101","P102","P106","P113","P114","P116","P117","P120","P123","P127","P128"
"ZWINT",2.82434017372601,5.59272312642463,4.4067339320684,5.00328739979568,5.07326326606924,3.89073850976769,4.90539903996306,4.11209957977623,3.38930523074296,2.09295160099135,0.976363635732762,5.60117353387707,3.64537887190316,3.95684657193534,3.98439795045341,4.41966697557451,2.21154181150317,5.17658208334376,-0.0143538502827505,5.30641172272504,5.29902480738432,4.13587137180177,3.59580200304798,3.32019582126613,4.14591380959756,4.13972323773836,3.98832112725638,1.31550826631641,3.63667101803003,3.06286428761122,3.4870618134932,4.13587137180177,3.08115211945612,2.6609742392908,4.03693405588912,2.02108879648269,3.64996028519122,1.20532994896873,0.482332020747376,4.83756486315715,1.54621538477936,2.64887955441347,2.51838406352878,2.44802872899375,2.85587013199154
"ACADS",5.76358419885785,4.87877437854749,4.50463310331708,5.94054264809852,3.53099461041718,5.89694265744829,3.22501265393813,3.91073266190291,5.88380896038248,4.21473875286914,6.79943316940465,4.15103075006628,4.44935667566964,5.19531216050879,4.359816313617,3.5878210121312,7.02460558323314,5.05513056487198,6.9890095405748,3.7827859648443,5.02673810178458,3.16488279777636,3.92512594403225,4.50144551465934,3.9028936076089,3.97072483653238,4.41928268927294,6.82590516882188,3.41706936610704,4.6313953536956,3.77330012007234,6.15309394447954,4.09575567386806,4.58815693553644,4.0964136721907,6.63766530544656,6.97177574594081,7.14171581685895,6.99401959820775,4.59874631615426,6.62618503644986,4.02423988190891,6.94393773137459,4.410619249812,3.92951644301154
"DDX39A",5.58279984362976,6.67090122094922,6.22368897596921,6.25151460165164,6.11807519590995,5.99182339167625,6.72618000490924,6.4851772322199,6.03630551007057,5.17510538418548,5.06122752359507,6.19159028524696,6.41418459190194,6.77270385933736,6.15712255483327,6.48101633011147,5.24050133323717,6.72677400933509,4.20374930761293,6.53862196663061,8.08800746189809,6.10518357512922,6.67428550172808,6.26443321681371,6.97247439541122,6.45554093707273,6.68681284385513,4.84433041090676,7.37616533693793,6.15967963728914,6.05709063670676,5.86162541162919,6.16015984693651,6.08526955139963,5.95784961090618,5.17793771878531,5.62122258078615,4.43217105296145,4.87551960755266,6.32394105286871,5.5321236726332,5.53160291670314,4.98803475964106,6.49660135855551,6.15263368385016
"MMP19",3.25627097197292,0.228726355058498,4.64863800388403,2.23041823314553,3.1811025507538,3.24836784788212,3.70744748581804,4.117171388962,2.90929308582382,6.22072849850928,1.72761555094097,2.50723647877327,4.36339538544028,2.86659151957682,2.24013111833075,4.91397125104539,1.0597013721463,3.15662313235589,0.86235219953202,1.64993729934666,3.30840456432473,4.78157479020726,4.42066429391073,4.15680108407652,0.594739622332686,3.42022636738148,3.54918860302209,1.033158666781,4.3680628900985,3.16232284317833,3.89153584210597,1.97063281676969,5.52814932511754,3.17852343755603,3.36941064531651,2.34414674773333,2.05210283570895,0.915559142658387,1.27584142314061,3.01137039945749,2.42104821242356,3.51853513898218,1.63793477553514,5.42161716685542,4.581580228209
"CDK2",3.95117745607588,5.2824620457657,4.79133482932028,4.47545459104725,4.37480997244321,4.46480547332235,4.25998800685223,4.55644167799874,4.68634364307618,4.17325538302097,3.43613518173186,5.28792657500764,4.54020709881696,3.7293896219485,4.09899215604996,4.8463328404381,3.54167590085412,4.93431834150376,3.29880492346474,5.44247578785802,5.12100296388154,4.81428893051456,4.53409273759622,4.43103453035161,4.36084181805888,4.82485948224027,6.11002282673711,3.70370981721544,4.39808353465718,4.75282885781522,4.84365729185124,4.49950789020173,4.44990467537598,4.65646776806852,4.53724636097907,3.75048859774831,4.09246117311886,3.54879417146503,3.56121614280423,5.36135078754028,3.91374153168009,4.16744624674842,3.83009303213299,4.57471310051548,4.22829537819468
"LRP1",9.19138819540969,7.83757936950458,9.77078891556422,8.82365957114383,8.44372888751867,9.38482820642835,8.43584483209907,9.88718984170847,9.38171965428304,9.14608952215006,10.0393557087091,8.10870321443652,9.40048370795929,8.01466883973973,7.84303601064159,9.88253606589009,9.58187939291211,8.89222464492189,9.21363817322118,7.68168187129863,8.55583378993788,9.65617491750525,7.84863983957813,9.10606507568944,7.41529135745699,8.13341145609135,7.51766938813381,9.27008503980514,5.48231265731606,8.33424914706275,8.78109180641288,9.14289764180403,9.92927350136769,8.7389636950226,8.82559866527065,9.47743306697148,9.51392908552545,9.54341719655632,9.54519366210243,7.69926219278024,9.58197219855368,8.83302826581504,9.54083128998584,9.03132681839189,10.246783106906
"IKZF4",2.26153081524341,1.80558137846452,2.39456901710254,1.91995021436383,1.71935870030414,1.79800902761339,1.71624466903133,2.30182173633936,2.0894981508391,1.75578489991633,2.06584800336608,2.50984782989282,2.56193705962243,1.85199883711245,1.34232717310665,2.33571191032046,2.29498826769145,2.58973952175203,1.6659839183728,2.16404607968325,1.62513018805936,2.41613713506464,1.9324013894893,2.60876194042332,1.75962458025474,2.62330502824754,3.17365515221149,2.28850622045497,2.49873594005608,2.85642801871191,2.41172451649746,1.89878879711155,2.7726669147247,2.32158180652128,1.47222780298904,1.86377990379588,1.81705015843252,1.93035887611242,1.8611216543607,2.12346755565113,1.81327840454331,2.56791045587868,1.70367659924891,2.91238160980535,2.27497723944316
"IL13RA2",3.42474744974975,1.79410389855975,-1.75438264724362,-0.699700526334362,-2.18245859984857,1.90068329032899,0.586788758053994,-2.0451336900981,0.529271243705931,1.13671638448831,3.16206498595567,-9.96578428466209,-0.61727741964701,-2.34813316523476,-3.05769194384382,-0.464743289096162,2.3690755699189,-1.2856006030696,3.16162974735795,-4.14816102715066,4.24845134442646,-1.67254256570585,-3.15585541894066,0.277032551874793,-9.96578428466209,-1.48681247962914,-1.11372300538292,1.24610400988392,-5.30471880485514,2.06291608095796,-3.02209733306499,1.77011016173303,-0.395738860523894,-2.59596886037817,-1.44379132826041,3.47932111490389,2.63501138032838,4.2345932871405,1.63245435768942,-3.12154929690334,1.49993515605866,-0.449296303752112,2.49837853400646,0.374622206191208,-2.38232537453132
"COL10A1",5.8053440532131,-0.161814647789121,6.27100540156495,3.90934109484334,2.59120067293238,4.46933900263828,2.49894013233791,7.17636765667458,4.96864836344024,4.64270734722216,-2.47633768603951,3.79335490051183,4.85256321610928,4.1769450400437,2.34993137336012,7.25341354780978,2.77513484552345,2.89844055837448,-3.12154929690334,3.94948824310161,-0.344464983647896,7.31960077463937,3.56187597894583,4.52635682099001,3.19692173382033,4.92225018796623,3.38882324678002,-3.51127934710472,0.94508326388049,3.51480398557177,5.81231338423505,1.5646708242644,7.94018554768988,4.66552352641026,5.36937574526012,-1.38345409674893,0.137765808095878,-3.31186441154266,-2.54962011992896,2.56627937029975,2.16732581039436,1.76315658374129,-0.270904091862896,3.35453679018808,8.53593435496384
"TNFAIP6",3.33793939375331,0.149129269909933,3.17708860210597,2.58380788277966,3.83526723583332,1.688941238301,3.28828472739537,5.19140472885276,2.94626298433245,2.53206755228903,-2.26951220073622,3.32198580153487,3.43536189749141,-0.0846703239869906,0.977536379822854,4.91917320456082,0.176960992089442,2.13517365828655,-2.28138630102452,3.27503685494072,2.31281036502844,5.69353156187386,4.11790278909403,2.83729741566307,0.820730400605102,3.02805633856412,3.31794075150598,-1.73024867795163,0.0434844976035795,3.10708522581309,3.14218467986784,1.44752630116891,4.87166132921461,1.87401000554047,3.03479676208744,-0.864333803030956,0.590625970345747,-4.0929555251272,-2.0439433475876,3.03407482027057,-1.00955334811221,1.78412703222652,-0.0124608360791228,1.5198941066234,4.82629424549963
"G0S2",5.2336580203044,3.40892919984287,3.88196800360783,3.71384975274752,6.09199807310403,6.09637150181205,7.17685032113919,3.25194627078781,4.78910843557297,4.24627126036442,6.53042662637956,5.0909423261743,4.05756291064271,4.88147374812406,5.40085211872101,5.13661796187693,5.2918834655749,5.48712614513836,4.81739302184732,5.37933677526335,6.44116473412915,6.33018190215234,7.67291110895262,4.29019583125064,0.603881482884208,5.13157302262946,6.4853785218401,7.17683935328536,3.9019577730543,6.53323627534908,4.98009386776523,5.19816015779527,4.35727047567956,2.65658789469493,5.30334239448733,5.60557729946958,6.53198492669821,6.08253228949639,5.62553059529907,6.88831585567415,5.03075540551848,4.70436294850592,4.51905748633073,5.09147981694409,4.50396562891421
"EXOSC9",4.4486168760784,4.95859215338956,4.80220355880469,4.5868427896649,4.50995547834379,4.16695640953691,4.92508795487998,4.87290753936568,4.39876762979065,4.54242521933498,3.74124045201212,4.88495928207071,4.99274124404843,4.58195977461512,4.30854290449636,4.50495083976401,3.68607465919531,4.58960171393647,3.46137139459001,5.44540227233924,4.97920223563094,4.62245015334491,4.18289883598605,4.55154062628877,4.20895418477854,4.61484527443568,5.19806583908637,4.03342300153745,5.49689690783382,5.07701649170567,4.73610152180299,4.73506720172066,4.4448128130199,4.30350313963895,4.17060611329509,4.06979667071346,4.02817129540125,3.71092212011908,3.74434411243671,4.86575058927349,4.19199684666977,5.1870511297786,3.8743248411981,4.83483254754365,4.9767210571887
"C4BPA",9.64693683929661,8.74172685035021,-0.958196312342915,8.76170247480314,6.44925266427217,10.0897113211628,6.75894271687236,1.79260551340769,9.70354008613767,3.48738344303651,10.598559960326,5.4196905687665,0.151339301042281,7.09931309061524,6.47965740745574,4.07183988093139,9.64499114422588,7.52109157917025,10.5152296046882,4.4657916680319,8.68697072711473,-0.46215727867862,4.49137211781517,0.937193711170317,4.15607296095057,2.27348605081979,6.36032740095553,10.3410316159804,-3.54962011992896,8.4807053935763,3.90462860101901,9.91569805980445,-0.138600388842562,-0.514779286844094,0.798589739233104,10.4512955070237,10.6658873050802,10.4235586329536,10.7136407471288,7.05732246020504,10.1667839733615,7.6413726178197,10.5528379463469,6.74854442172586,5.30549270412623
"RAB38",2.49121175600309,0.624334889445088,2.71696895210818,-0.52346277418229,3.83144153013116,1.91678234874376,2.46343936210694,2.24339489411619,2.03618680284785,1.57099716359681,0.329984649758421,1.57026861557812,3.02203040488963,1.80438403544134,3.17063014666307,2.21645486514476,0.515611539492041,1.15962918582123,1.53465928041388,3.68532348032764,2.56956400260153,4.59179309529442,3.42845062621952,2.0721401091103,1.19799116573513,2.2630644616674,2.07871229519432,0.120351940365222,0.811964175310193,4.89888551517822,3.02869290749271,2.96882804350931,2.06184530707107,2.55053132683583,3.12222543059444,1.65393133440491,0.997906574089874,-0.00173227362123712,0.773405627282535,3.51794333640597,1.10534284028622,3.99944986764002,1.16851367619749,2.91880600526175,3.77528236574103
"MXD4",4.04595837654997,3.58291723367343,4.29726479694994,4.42795473727918,3.94887179456315,4.21194668237118,3.99120889753366,4.53892920265908,3.99298590609143,3.81745953814665,4.37235317161294,3.58239944163511,4.83898201181397,4.59217594598194,3.39224872137915,4.70037313067948,4.01335505866907,4.12256505099761,3.63048701686249,3.98019899831021,3.40108430150501,4.52858382050672,3.87442321325272,4.64585149927541,5.49780394586443,4.52907754849472,3.74422569240964,4.05218110668838,4.87995566803084,4.31712314120672,3.88836335006317,3.58323022709992,4.91463149054237,4.0882857913073,3.85980062775583,4.19399246673601,4.52384419486864,3.86281834167429,3.79585004994197,3.78395946696127,4.19150738002029,4.77360079528254,4.07115341039122,5.48919288035793,4.59233145005754
"CKS2",4.31720275195042,6.13158125350228,4.88001446215186,6.0902077138041,5.27205679181508,3.77903904365698,6.73484372367281,5.71082571541353,4.53581657738758,2.70796645477598,1.57259867537003,5.561323081188,4.10040583708597,3.807983387991,4.37347421446529,4.88215391728701,2.6873742836114,5.05132424313033,2.12058418628167,6.35763293402116,7.28860772674381,5.10613052513415,5.10848263892455,3.39500794314993,5.52839315878627,4.50809900089128,4.47763847529061,2.44036756225934,3.95858287396689,5.13442632022093,5.56385672850208,5.72528035831531,4.02314887641252,4.29611963769752,3.99780724135875,3.16788776071537,4.31882296133347,3.20622123023017,2.02435514323939,6.54504477340856,2.75614797370297,4.7174516055631,3.77882884396974,4.20608835479459,4.58098962414623
"OBSL1",5.2780070568444,6.4628196101534,6.09354538744829,4.22310586369842,5.9890708683989,6.07357176678898,4.42541902046203,4.90139308439627,5.58318207868465,6.13532143754823,5.9365931853194,5.62563871542392,5.7389191227297,6.46309763208348,5.03933582953542,6.44519035963863,5.83862155262591,4.82862142754867,5.2728107811165,5.36218230298268,4.96768508107415,6.39815537989006,5.05096307711636,6.49988573998692,4.81331432368872,6.33417315365606,5.29403252400569,5.83292038637221,4.0860873822709,5.75062526189287,5.85928380705184,5.83408670149266,6.08071947962752,5.81201039899213,4.60794573235376,5.64904344067152,5.99567219270211,5.5328841997864,5.49417876879056,4.74126202824843,5.86862010036785,4.74999006584054,5.54131658536652,6.89736992342828,6.47946825254105
"PI3",8.51018697445515,-0.176576709314742,1.1947174628936,6.56544180970348,4.53543713605252,2.68811320287153,4.61578704673035,4.97126303457671,3.52879633174487,3.31885187711406,0.465399883296605,-9.96578428466209,3.28911146137305,6.06659942667458,2.04701481951759,3.55129452078999,4.16581548813234,-1.49899404685899,-3.71406519205613,2.75909190202744,-1.67853364140747,6.61888760490432,6.72922101577474,0.349365277594213,-1.59509687785487,3.44295676194903,5.62837117061751,-1.95288045143145,1.33748275436959,5.08719549357596,5.05660086834679,4.91138000278815,3.4036631138636,4.01097671918292,6.32856543092088,-2.66566056009307,0.367818343606193,-2.74661576419993,-2.09665316501779,1.92295896423617,2.25017333153443,4.65943939345324,1.39752917971139,2.86082378406813,6.04061192803757
"SDC4",6.4036631138636,5.56388112756161,5.52197097829023,5.04358073472365,8.35875096645298,5.85080442275309,6.85249205658601,6.30106995396315,6.01846059167508,5.44998388702916,4.95770569909247,6.54492580589889,6.37035785936777,7.07435129404382,4.59938921247703,7.03626044644173,5.47354990578868,5.89755265296127,5.35722472203755,7.4215094530579,5.87729763236101,6.23144392907148,7.71954078366166,5.39855559498998,5.78809577619535,7.26729139561475,6.19728747436718,5.28921845926753,3.81550370218408,6.84794806448983,5.62369423835354,6.30363647145906,4.80197084895691,6.80323091186411,7.46257261632441,5.16948811930138,5.33724367455198,5.10649070574198,5.44498503952238,7.19918253052277,6.03012857670839,6.30315970779946,6.08050204511509,5.78408252460114,7.07114482744211
"SRSF6",6.58715943425846,6.71570670842921,6.90180093726328,6.77851348700405,6.79136478659981,6.72164061054735,7.03858543036048,6.63974153224078,6.84296375127354,6.70493557882441,7.00121788684686,7.28636924021936,7.21848477275688,7.42870520566968,6.17257152092775,7.02237558136545,6.8867683884334,7.34816955495485,6.54695000643485,6.90691584255082,6.8112950500495,6.60672647501281,6.5805932414663,7.26063449387002,7.01696758807349,7.6473051544512,7.60137264619461,6.51058854198564,6.79950440436206,7.34686915525608,7.22418212041969,6.87893618904518,6.81994658042867,6.73842333196729,6.90402159063778,6.72279387245362,6.83487930809387,6.18660950045996,6.41802798992652,6.83978201021979,6.83743997639398,6.47306928130663,6.79835774186993,7.2290754673607,7.10243243018701
"CSE1L",6.40743433384974,6.79353698442227,6.19169687068129,6.61672673456908,7.0411454936227,6.28331434982598,7.47351581270652,6.38879914335448,5.93684520111569,6.73960376333206,5.41088716825741,6.83130217614866,6.27203065640736,5.95568477586932,5.54928411319601,6.71919028696821,5.64006558253289,6.05142865982689,5.4967371589857,7.58428908589306,7.2193292412925,6.746883764994,6.72735279211279,5.38986619498276,6.45471877616187,6.65007951838278,6.97843476219663,5.38202045396064,5.81586486101323,6.71171514862302,6.63833309341524,6.87661025829036,6.34354462310003,5.61882301669711,6.03070685808746,5.90314675747238,6.04679224503822,5.57651911466704,5.66229381359006,7.59558198139303,5.87533283691535,6.85144922947797,6.15506106881032,5.7522722521753,6.45233679907887
"PMEPA1",4.74781702891167,3.24596715415849,4.17249551623684,2.27607972757473,7.68814608158111,5.45430093888772,6.60069495756213,5.24977904897495,4.07155675141204,4.17523715119645,0.269392278940406,6.64675885558277,4.54928103232135,7.95089761273229,4.18285911934583,7.41656701570445,3.64408700251674,5.88224686514317,-0.253601233452857,6.8863501655921,6.02081774809295,6.521430839481,7.5707930554702,5.47082966928279,5.23918033767507,7.7481680216007,5.36848550844723,0.649569476018548,2.58894844564947,6.82782918440578,5.7596618603661,3.06966779997394,5.46112906517988,7.05726288295598,5.19423679962067,1.47726284934917,2.0455128670835,-0.712409504476059,0.440101740387507,7.04455586700766,3.05895716623888,2.80807608930126,3.78805922364955,3.74915879631265,6.07453112514918
"MCEE",4.92366263907249,4.86495867744123,4.91596062148634,4.7186739707379,4.57779738576124,4.96280811101812,4.38838243477136,4.49148756728368,5.38702816192504,4.5646769206269,4.8876178731945,4.39113530266807,5.08323464677998,4.95528025129405,3.71166009128178,4.50289702712352,5.05654017750349,4.73755157000828,5.5693634894667,3.88138075044369,4.28795242403311,4.15107135264932,3.95303237725324,4.94507389716021,5.02094217006998,4.77541406747551,4.99147196027664,4.90901460200132,4.02149749448136,5.15124999044067,4.60141127674479,5.11043841657192,4.97483672428353,4.11772828410801,4.38418798935749,5.40187276112176,4.95881484162991,5.53641663739981,5.52973975361402,3.96960179423615,5.44961419543266,4.66646120675724,5.56691559130869,4.63629979635186,5.07584064704745
"CDKN1A",6.98808135506945,7.55191431873459,7.29055987134684,7.18146834766068,7.55808927628641,6.3734289718417,6.92440160354551,7.54774439660737,6.86330539846441,9.21951075684408,6.0106702005039,6.94593070037385,7.06325700741778,7.58927661508981,5.44621983116102,7.00049246104395,5.96425999373157,6.73516877120884,4.72823073673152,6.92515206099417,6.4968202305943,7.54628716577845,8.75072574197588,7.29751426234132,6.33331280796716,7.19827510038529,6.58225039145942,6.30626770889096,6.43254524092284,7.5644505758926,7.44871845585541,5.72650156060326,7.32484299890349,6.96853317213742,6.45635934388008,5.40150077109883,6.46019047334692,4.82604504506752,5.02944846846532,7.03074547549504,5.95290894527881,5.73534616209708,6.99523236440246,6.88529126382151,6.91433489858311
"RUNX2",4.0231311296672,3.76094477417644,5.69858521848167,2.59519331879485,3.54910233033312,2.96908600652994,3.16101696680267,5.17641453406385,3.28643762827627,3.43048600507572,1.51283367704867,3.92921342544416,4.35224298296746,3.78841426633025,2.5025342858955,5.04640374848396,1.70907002328453,3.68784454874542,0.661111097901239,3.96549802556813,3.52680750279505,4.90243059009393,2.25809675781716,4.16571903088037,3.84556030220983,4.84926872267811,5.75796463928054,1.50273794132227,3.58902037958596,4.24193168351973,6.08274090402263,2.40269489415494,5.81594937449311,4.81434020737719,4.07200286969515,2.25053718904983,2.35901507015665,0.433600462625862,1.28486943309603,2.69986252467835,3.33323765986569,3.41643443356885,1.69086402708526,4.32185595833189,5.95721814916694
"CXCL6",3.29752893543284,3.51670858371054,-0.386468347082073,0.45122430212669,3.20110059271843,4.60019243021523,1.69937394977874,-1.02180437031835,2.9678694911112,2.25123432622271,3.00191030563099,4.04119040492395,2.62767687016971,3.7978949317876,1.11703005301019,1.41104653917318,1.90002629896485,3.28967218973803,0.00733904600816168,4.630679212738,3.33465407971883,4.33531174130531,4.03342300153745,2.35111945192998,2.80710758170653,3.90535089958096,4.47529893602684,0.897627674279551,-3.04097178105631,6.74355805222205,0.693765712217783,2.33322334549779,-1.49654949099443,-0.521597621962727,0.990519264064913,2.51772922035728,2.98912083729108,0.592827754784285,1.84899843040002,4.77860810133198,3.52204319082775,1.35879007970185,1.31770926287122,0.418783638511739,2.80339237882705
"EREG",1.97764627572151,-1.01537419539083,-2.80188307084754,-2.87302714374223,4.52081194357016,3.14200491598488,4.57373200486595,-1.04245679924289,2.66482413162698,0.475499987264951,-6.18968029658892,3.68513282047813,-1.36884914227485,0.910118618462747,0.479023559980514,2.44527645292739,-1.13955360661156,3.65610732816326,-9.96578428466209,5.25892966498083,0.862669589268398,2.02955889744912,3.10480629803063,2.10812295533791,0.305095010666697,3.58610418243912,1.46278526254963,-9.96578428466209,-1.20756106993536,3.75850572872503,0.0554733358984316,1.21431134868533,-1.82367722735954,-5.46116389225853,0.715717689222389,-6.58727266140836,-1.73648477595116,-9.96578428466209,-5.67300253543424,4.94266932284137,-1.25877033622704,-0.431870583499509,-0.592919224549499,1.06536550818535,3.83108678442328
"MT2A",10.6712919569638,10.9019437490094,10.3885810105624,9.94766338103125,12.6650905315577,13.4239686397091,12.9437807610813,9.8897856302961,11.6566334311549,11.671735034679,12.1539334594897,11.6990639937074,7.99905235666205,11.8055504252109,9.2582567340285,10.4067891945641,10.7137280297705,10.4985294252059,13.4383542614056,10.5344982118906,11.5506552194323,11.6415903269049,11.9550848502926,9.49407773921468,9.05143219463489,10.8922242653813,9.90639698924788,12.5447954083638,7.38373971149836,12.4868554805428,10.2161635708212,12.7655929444419,10.1486882042992,7.59004729493797,7.7579346468608,13.0687537123335,12.6560936713343,12.8132619880736,13.0525029276832,12.0901957031186,11.7746023465797,8.18969214106659,12.0538076652692,8.84197186134727,9.51283051734237
"ABCC4",3.42633185523656,2.79931530020497,4.27549134212261,2.55350796036909,2.37495599596809,4.04532938201439,3.5395434784989,4.14863317282429,3.06144788231854,4.07973650015065,2.39837773531862,2.24668170208601,4.41164317603901,2.91017619613884,4.46564802598228,4.39338874122582,2.605257262939,2.97390511091159,2.19641819730603,2.62678954637581,4.33348098239252,4.01189812036949,3.17748731067216,4.33107458025726,1.92861667355163,3.79050098587609,5.19653622944584,2.70593368046715,4.34337939452925,4.58744300478191,3.90026787468701,3.46573943621404,4.56582257934518,4.07029486262345,3.68120186069744,2.76680715130292,3.12806239291658,2.46628777600976,2.41316077559081,5.15870864133109,3.31736196025979,5.16086776371696,2.94039230080495,5.26794397957085,4.19769243367353
"BMP4",5.86138720351381,5.99017659328404,6.12564903547214,5.4104632237435,4.56279191767311,4.63291960811781,5.11796095273242,6.67661861616402,6.07911993052069,4.08195311964706,2.80124144826846,6.64163995148858,4.82863158168802,6.06698252343465,5.5069002091452,5.96331689864069,3.68116812041669,7.54490803718204,3.09732425163334,7.21990807517725,5.39733407822665,5.07586203459737,4.93040145798226,4.2737993283081,6.92894468083695,5.55674820785854,5.82863412021169,2.32918101584704,3.14004239904781,6.21390908455228,6.68892865348151,5.33208131710197,6.11689701828826,5.17574015093079,6.20518330391237,3.02502879449152,2.54715365881257,2.58602008934936,3.22730980449792,5.69210911840633,4.21444346895367,4.61598121081478,3.48208673141227,4.94863822252842,8.19646639492963
"PTGER2",1.68450458623578,-0.421206167323247,2.93107786800331,0.48655992818524,1.54339689580757,2.42991049831899,2.3235718304826,5.09047662109846,1.83199881149419,2.8993496716628,1.68943335848407,0.102993993323325,3.51167043757037,2.06236352270694,0.942758452655255,3.68475142517232,1.29730882338891,0.949945739130239,0.79118894150336,0.830823202561509,0.345509924251339,2.65869134900989,1.51944125962804,2.51316224872573,2.12727008423139,2.387169506797,1.58082083571041,1.39303172346296,3.1747100109284,1.53356334821451,3.76636193721466,0.647544769708967,4.34927326604784,3.46036251231667,4.11031312570989,1.74053904861334,2.27073823010708,1.03604610015686,1.75740734493946,0.987684677566761,2.79601623990194,3.02628661637991,1.85949254539278,3.57282904970838,4.64842517585737
"SOX9",7.36135166491883,7.75834182403905,6.70554806930707,7.71405520676852,7.62183137052962,6.62352013102254,5.83865684631388,7.65242626185989,5.97572188785663,7.22072656409737,4.12045977347599,7.54143042991509,7.38405412520058,7.35514139482186,7.09063116717586,7.81370809281646,5.78127314922525,7.51246394444261,3.63764502071477,7.21862619758779,7.78087895367319,7.07649816922349,8.28919355529376,6.47091587252616,8.56982903212489,7.49376420239711,7.97896380213481,4.81518601259272,4.82276073479429,6.40393743826802,7.11302845444674,7.03304851300332,6.66801130439819,7.51712842369944,8.14465467432383,4.25743310300358,5.47682557529377,2.46524313960708,3.07809742302666,7.79290674615677,4.88735467171465,6.04751003362935,5.05351106404132,5.50868217947054,7.31046736884708
"IL1B",3.75252382170386,0.465713319595964,3.51616647071489,3.44816091776604,2.86868676532213,2.11253333755398,5.07759337401705,3.34181500398433,3.06110220656342,2.60007941179214,1.92910924845449,1.82940308723778,2.87493463983779,0.445832624207628,1.22632355704852,1.4428638966851,1.03618680284785,2.16011344709824,0.190045886894438,2.87609451272991,1.94833919513333,3.81365807598722,5.81566508219623,2.56547532146496,-0.78413506084676,2.74493606681278,5.13003714321908,0.110496881917402,4.73600949195778,3.9484980611541,2.2554705193233,2.58678875805399,1.8693186948289,2.17721620083606,4.01711127752898,1.72329642803775,1.0408924306469,0.509949146304311,1.00690836934218,2.91036810513148,2.48341595832573,3.16860994678915,2.12144648679155,3.84849775538515,1.79235563117949
"C3",12.4263867390565,11.6524690616502,9.10787483641757,11.2436462935505,10.3766837963173,13.0340514625565,10.9519957592259,10.2564961372249,12.2608938130147,10.7816537966065,13.543049189058,10.4456607057584,11.4789143872155,11.2393489297699,10.3932107797729,9.3338264388265,12.7677996513307,11.5728147944694,13.1318499207027,8.72024767901864,12.0594867289601,9.02876831567098,9.49328346035691,10.139812113866,7.55406616374741,9.93675496921059,10.4004176359419,13.5605175781141,7.39733921281429,11.2515299868174,8.18688380184097,12.0502964299268,9.1214586610234,9.92965993986655,7.56944248281634,13.2728094400559,13.14303983148,12.983395285096,13.4822107681049,10.2410724514576,13.3691800575484,8.8418709369857,13.1976410368012,9.23150129080665,9.22648011105675
"VASP",7.24137306211847,6.21110372225983,8.03627198726125,6.80637432912547,7.04464438338115,7.0657273946981,7.64509709503446,7.53491913084594,7.13851039477667,5.90252465255405,5.39689928352096,8.11250154003138,7.06465655070591,7.25964723772566,6.17823459237099,7.36642975659506,6.77440360749921,7.844066726306,4.56878002002092,7.52536733106569,7.74242262382911,7.23040670432839,7.69140016225264,6.48592427796924,7.31005104362892,7.56906722587821,6.90798062072347,4.92568142111857,6.74732160137547,6.76904703665823,6.81431841493326,6.55023270965055,7.22539448101705,7.54878646664991,7.72997890888349,5.29288111510713,5.99575132494922,4.79820089570102,4.8405286949866,7.29579556148182,5.76902851758871,6.90991827822436,5.87815638965782,7.12342823808317,7.05811081461999
"BMP2",4.53761911508047,2.79212653444303,5.16635392263105,4.56309099836102,3.31353610328052,2.94014795303083,4.64872427657301,2.94519565978064,3.99145381955839,4.2107005626298,1.72456296530667,3.68876224387882,4.17196737307833,4.81460681768812,3.92181713984662,3.21862619758779,3.53100709107189,5.42931132589489,2.44212075929891,4.5218673626834,2.81819612902171,5.41620808686437,4.77070221012394,2.91632376798946,2.26852422235141,4.55259225418735,4.68679183812806,2.00504061670053,3.42320164970806,5.8383089136932,4.91251095330877,3.39415740261718,3.17263152180284,3.50564961372342,6.55241396190451,2.60252814373553,2.95490352297542,2.52102560262208,2.47376094027275,2.48655992818524,2.77452352959023,5.02067998267204,3.41328265628803,4.9675559800215,3.56408545348746
"ID1",6.71669601690095,7.34352774578045,6.74862760565114,6.19644377175581,7.65642128782096,6.63743056467543,7.17605044623014,6.74546323983959,7.05741236303237,4.76414973099865,5.73513762399266,7.75497098904413,5.79368003423179,8.11730751564839,8.62410418544334,7.33157445379665,6.76011979455975,7.25253014388361,6.22059308341143,7.03591198013068,7.20816899045639,6.81522060315971,7.22381541458785,7.42695741752589,6.54672009155434,7.68062746538781,5.49542655077681,6.36870200873212,5.22715574776975,7.49660615172949,7.42477347893789,5.67375427220396,5.68526740651684,7.56799104941677,7.1765641325659,7.44171917311406,6.57829871478061,5.16751047535984,6.11419625706087,7.63346463259736,6.97172977029613,6.94005396209695,6.4690377530117,8.85497588028963,7.42643333886538
