"","P8","P9","P10","P11","P15","P16","P18","P19","P22","P28","P30","P32","P33","P36","P38","P40","P42","P43","P45","P47","P51","P54","P61","P65","P68","P72","P73","P76","P89","P90","P91","P98","P99","P100","P101","P102","P106","P113","P114","P116","P117","P120","P123","P127","P128"
"DCN",7.85604885356667,6.45016539733237,7.79563774038686,7.27277812885244,6.29773617691088,8.00737436924827,6.26332178911135,8.00867511977545,7.4475585345219,9.84556014540278,7.31067821264375,5.24714900742404,9.1214516673283,5.93504479544458,4.09408402137272,8.8832172621891,6.29573955226527,6.1045966570033,7.35365939854096,6.09241888704746,6.03609226973997,8.69384026997501,5.79064954952125,7.93844224005498,5.29754727658738,6.30804955187342,5.80497767019728,6.71587690133213,5.17908502609162,6.90478151772197,7.62084662922834,7.0055156412553,9.41401943433193,8.01202554945001,7.03989837288638,7.96596316775663,7.69318584189503,6.8150066407967,7.70811824551113,5.87068281726499,8.09407451781106,9.04214088206848,7.47715516266982,7.80229210797058,10.0080508106117
"BRCA1",7.27042802494936,8.27764680846591,7.20207875421519,7.36891411258306,7.31456693102249,6.62778920613365,6.70404195482129,6.49268801481969,5.94266228604259,5.92534673617655,5.03779072274734,6.96802045928053,6.17441041358138,6.58577829440875,7.5708947337599,6.75514930084173,5.79289438579118,7.25474803162664,4.00080227600416,8.16729168493274,7.76052835149458,6.08757316077071,6.28676288924956,6.53027679111975,6.66597255243888,7.75262483861139,7.59004130484555,4.84236543034189,6.34355350582051,7.2424376878498,6.34330299212547,7.21615119981858,5.69673945810052,6.45217533422694,7.04291897483974,5.03822545131405,6.21662752810238,4.65579258476295,4.04246048712738,8.7459347754255,4.83065083453393,6.81443121932013,5.75180378776196,6.58756901823683,6.30418610679277
"ELOVL5",4.49274408607754,4.79033415933865,4.26829963992581,3.43996881108234,5.07342180940103,4.41908713589536,4.46518435633278,4.81127578080981,4.0913951860117,4.66845388370312,3.84751592804045,3.71324490218431,4.66581910356626,4.23624768384352,3.02720714283697,4.70010119997685,3.88721330295123,3.16485062528284,4.00108161572545,3.89511839447867,4.98172481388809,4.53729606709084,5.34218492214361,3.55078987323169,3.4748383582381,4.3175645636102,4.78952582016248,4.42936154542841,5.51929971578641,4.98803021366503,4.60573729111587,4.38068097003311,4.64348681256196,4.28297348862159,4.60659028037053,4.38604525981396,4.28538002338319,4.70861214481934,4.06513281891136,4.65121820159418,4.30297699797526,4.84576601838224,4.97861208368221,4.51629256168405,4.66288907940623
"ALOX5",6.02960969194341,4.44133739665813,6.72812051255102,4.7469146596479,4.78344617723403,5.62750470197707,4.97920223563094,7.17049395228384,6.32049731418018,4.63692037895773,3.80324770527026,7.91679846807132,6.3823559954086,6.65210927980713,6.22507437021175,6.59206229778748,4.15156661217406,6.46362409152174,1.65677092556084,4.54540007249946,3.35634104020569,6.54234318483779,5.73815442593624,6.29065662604634,6.50146143828748,5.91277200024361,5.95215881074705,3.25411024187472,6.83098034369908,5.25139340814802,6.79806996146033,5.89730336056291,5.69900740999158,5.37482388008237,6.14440944569824,4.85542167377904,4.23239982026131,2.76009317445814,3.39689928352096,6.10885895597765,4.36262417943437,6.62972526171008,3.63788841867442,7.43429545208031,4.35290679754956
"KDM5D",-5.72546995532838,-9.96578428466209,-5.23242994404826,-9.96578428466209,6.16106132150131,6.5067970919066,6.55285196817131,6.36272936816823,5.95775676621796,7.11422020743499,6.62369570135133,6.28762004411207,7.44371852893362,5.98134807834857,-6.81197894858305,6.69224584546026,-9.96578428466209,5.91714051356129,6.00029076391661,4.4353952372578,-9.96578428466209,-9.96578428466209,-5.03978486610586,7.48898489445144,6.79837070360041,6.19616833075339,6.53374865659561,6.69519487766516,-3.86985986466355,7.2019464765621,-9.96578428466209,-3.42197910869769,-3.90184997890799,-6.7178567712185,5.07771726679121,6.40784727553649,-5.96578428466209,6.27231438693075,-9.96578428466209,-9.96578428466209,6.66485541262005,-9.96578428466209,6.07128858510467,8.05857084991919,-9.96578428466209
"NUB1",6.49127109195108,5.89254888794579,6.20448311271352,6.56124669743702,5.3727048968409,5.88915712734377,5.24309399024313,6.74072927054147,6.24648029620265,5.86896573708114,5.5246216340139,6.25616338978715,6.39149278998072,6.13915839470588,5.33205982827999,6.06487423124934,5.73558445445449,6.05812164066533,5.32113078560029,6.85263811707899,5.4877435830197,5.61165634547723,5.66092861686876,6.27323426067567,6.69298088005172,5.64978788242966,6.47328363362686,5.61302768244412,6.68061973023076,6.04829068682361,5.87461747835706,6.34564829984238,6.2118766166974,6.47272982498595,6.80455311717351,5.60043925546031,5.66048372262995,5.11846355505881,5.19606010739874,6.5105220833545,5.7136490804437,6.80787522893336,5.55479449780265,6.45497369615734,5.75553389844455
"GPRC5A",7.1478205470144,5.92181476010224,8.3302715534167,7.25049360678937,8.28959611684198,6.27959572458297,8.44027079215382,8.49978929406831,7.1535196055377,5.46851163661073,-1.89378570390903,8.5943440139216,6.85183522581821,8.03238410739933,7.793270353741,8.50547693687255,7.04007706882005,7.02569659530789,-1.39289461624151,8.50882714516657,7.35460114063023,6.42232720344033,9.2077230439366,5.42413940866008,6.54461829896573,7.22485738726168,9.07575562840132,-3.30757280191029,3.68974643849356,5.81637442783349,9.44498048572084,8.58718119164314,6.1312684473185,8.08986197783473,8.16601491314483,-1.17722906973322,4.46782071567037,-1.2584251525812,-1.14146193366346,8.88567807265198,2.40119355106326,7.83051457317328,4.7358145858455,7.80433304889303,8.42296080946635
"CD6",3.29039491265952,1.00086535744325,3.21583388373373,3.17901732842391,2.00410583282993,3.12520473602964,3.45783065070917,5.37076062934988,3.14956829551593,3.22370055859381,2.19364560061083,1.1373723636934,4.92296847564364,3.631348786229,2.5724289023149,3.57284117365458,2.87422646243539,2.66796022881746,1.18014786115843,2.95345150136626,1.6048304370991,1.69572662262096,-0.0466230006885937,3.4400751555063,2.30196802313854,2.0265522131407,2.3998273366002,3.02083996709014,6.70077815689308,2.63842143266268,2.8880515634657,2.1647219281337,3.78208350253694,5.4173766001383,3.89921430811328,3.80986714482725,3.42747208708629,1.33176253339927,2.59031457749666,2.32518490686688,4.34062635573411,4.81850804373798,2.21902908547869,5.42175516340663,1.07217441692432
"TACC3",5.32595839950043,6.80082355798352,6.08282391569884,6.15717309403346,6.88661598890184,5.48759246379549,7.44362322646129,5.92822580938148,4.9830437545187,4.17560443811936,4.30032876310035,7.15875205739306,5.4492543153053,6.54065657467241,5.59149990655112,5.96017574027754,4.25039317308951,6.4000016009241,2.50931580196783,7.02470308793233,6.00909406924081,5.69198912276469,5.56056823226398,6.00807672964946,6.27655621838606,6.22935335037353,5.62615582665692,3.92369115919284,6.96705214487232,4.83996462482376,5.29369786407722,5.84404663407471,5.12273483122303,5.34122080227635,5.72775439897398,4.28365513051515,5.01626452871707,3.33858129844748,3.36759472196103,6.03414306803713,4.42234066047496,4.5328841997864,4.0622944380428,5.86383688349605,5.03487597760671
"WAS",4.64624331676636,2.69888520936509,5.12823977742768,4.35605927483608,3.6934535033134,4.5361710471514,3.99663279075588,5.38849953859857,4.68925442511237,3.75421408733537,4.11345880750107,2.90143652983329,5.37318185247505,4.14097492747086,3.21124587246033,4.13878170978737,3.87070993862846,4.20687761163237,3.20353007208615,2.81079268109975,3.32374474638863,4.1677593342242,4.28307723751377,4.49310289053248,2.19191001792945,3.66025551850877,4.5779242445067,4.07873790918186,6.98192569929066,4.09057400822714,3.90229551532239,3.88567197237125,4.13399087892873,5.62949359674228,5.71686746464439,4.7297104631403,4.55350181662691,3.63792318645961,3.83418532699013,4.27455240770268,4.73816793999825,5.44420654466456,4.00868408253481,5.85518493128638,3.24380615485353
"ISL1",-3.34080610509305,3.32895132391201,2.26156090241749,3.45730535621743,2.51717489003452,1.12267271882414,0.427713432366417,2.19405552434522,3.61726321444103,2.79763558953,-9.96578428466209,2.516216908425,3.7529947275752,3.14166166817855,3.17917661199782,3.18216787472049,1.03231246994894,3.33167655719475,-9.96578428466209,0.855511376574402,-0.0934172121675347,-4.14050745460722,-2.04930764022437,4.54670311652013,2.70611055719647,2.46782723533876,-4.86564761337664,-9.96578428466209,1.1742146430405,2.57511866734855,3.79235563117949,2.61696927757525,1.524464925965,2.77216015027044,2.28288455506105,-9.96578428466209,-3.90616942836486,-4.43596333813339,-2.6519942592184,2.01038599727244,-5.77201254126541,-2.5153978056278,-9.96578428466209,-0.540358550071388,3.0845915687219
"SLC11A1",6.64975627302181,1.72805110782043,7.44463642514727,4.09485254665012,6.1034179074077,5.39130718262482,6.32132383981425,5.91769668663813,7.13609292785193,4.90753485551944,2.78450398292957,5.75901198332716,5.42215225056646,6.2495515292418,5.10921427641922,5.93291865084213,4.39449356323786,6.68804044731873,0.901339982640886,4.04520704566924,4.20360054428166,7.12411614086995,7.00224119821603,6.02384969829364,2.20147703796814,5.75111285980399,7.05593096011782,1.61518085131524,1.32952548519666,4.12674163660171,5.98571900390441,5.46401472450489,5.95000875017477,5.08839180743585,7.04667439758726,1.77184333206839,2.69412243968227,0.794270289776228,1.86667064072638,5.3769848882563,3.14699728404754,5.88697684492062,3.43826623334391,8.08426574740951,4.98265139300139
"WWTR1",3.89712423069111,2.47399466551772,4.87450190606721,3.12381515910925,5.86980726304343,4.19467019163945,5.20340869523495,4.79323523285656,4.07449687333346,5.24325778114723,3.34120300803213,5.28078190342558,4.92673007244009,4.72544669889687,4.05522168916796,5.09884481791332,3.89055369913251,3.68432504047893,3.061741641603,6.13436881663915,5.98278599415065,5.28611599134821,6.66771333801645,4.9424816631271,2.9747862581837,5.78828635660983,4.67702331601809,3.22657018212556,2.46315159483731,4.44226676292805,4.21747890047053,4.29904679393318,5.48260630810786,4.51467776442882,3.67598525163968,3.73462292045397,3.73543552634358,2.94341502893787,3.42830321758135,4.98136863009671,3.89009643424175,4.87553435157324,3.64346372334575,4.96783722105626,5.57772791076866
"MARCO",5.80572323904707,4.82494601548858,5.22546389326644,4.78086124186047,3.85750333425546,6.64257883935257,5.96186406603765,5.6877773773963,6.99774967039539,1.77099814323325,7.27927255851515,1.62269612816767,6.80428335140927,4.63550482871739,5.47398817366107,2.85549144310187,6.99431609603339,5.94272092498371,6.30540332386274,3.7932404360045,5.15427535115024,4.64351567356258,5.24416020212596,5.95773355411228,1.73928646538163,2.89233273402706,2.39908904247952,6.55951781574392,4.28296607770093,4.68225303743685,2.96821980525429,6.4486185278393,2.46952135022641,3.8922355756489,6.2738962813646,7.85299633960669,7.5287924255707,7.1984980825418,7.78601668453329,3.79000044837948,5.64470424515491,7.76199859798908,7.2039293690189,7.60618680230476,1.11842617744156
"SNAI2",3.82920009945855,4.01820685665331,4.82664508742514,3.32553033156756,5.81481443197849,4.81164570525199,5.70424950200186,4.98563248914757,5.18929086064064,5.11323374782443,3.16880246870228,4.95896791985844,4.45487995662123,4.34342203597204,1.85039939677025,6.04178397905247,3.12124754010668,4.19562319604943,3.65087941879937,5.00897982236066,5.96233847958009,5.62463610189504,4.74962543882446,3.60751970128263,2.69895186553541,5.52272746066688,5.22273888416557,2.24071120670825,0.822118274729344,6.87883812424338,5.25647478990589,4.05398016818765,5.82575510467983,2.5236121358814,2.49975661258376,3.66129355585531,3.25640685379425,3.37371780420708,3.42862481701221,5.28676658497562,3.60472371090531,3.71354186051202,4.16685199649774,3.24786676711035,5.73714321505855
"CD74",9.66399244835812,8.06450350808747,9.84313559696977,9.4094806774645,9.46447162269712,9.5341328231447,8.90925707801072,11.2854127962751,9.81621952831801,8.69125428061676,8.66983571535446,8.50506878161021,10.2609599802919,9.72536847349176,7.72433921847023,9.43233226637091,8.48083704501683,9.04078478326232,7.91545457254173,8.66668878646446,8.01533810659927,9.56698444768866,8.47960082525196,8.95112003431621,7.73045858878452,8.48344981825601,8.57045875655518,8.57636907775527,11.0346648640988,8.90501898810741,8.80234058148934,8.95583121369941,9.79178363492328,10.2248630533426,9.87514681021598,9.63705990078773,9.75220583986813,8.94109368965775,9.56349355309529,9.67228124207198,9.60361874207456,11.2473033179117,9.1393372344272,10.614293168953,9.20204740060892
"HGF",5.13937126007564,3.66530180379567,2.90548568860301,4.80894616122324,2.7138717425359,5.30634974384972,2.56985560833095,3.83550979561435,4.96798473541539,4.95086962541219,6.28562045622013,2.37222778347286,4.38793459717021,3.09897531816732,2.5526475817953,2.65064969028919,4.58334457314644,3.40396299378625,5.14026331552338,1.43183687453607,4.51449472415407,3.3302715534167,1.88978502200355,4.26149320539341,1.98910266698508,2.06843005481396,3.14513940079113,5.13018956894131,0.76264646703815,4.04532064404804,2.41899946543127,4.95294853781725,3.78573885352357,3.33416778926433,1.97911075501579,5.61516319132009,5.47035789993947,5.45275355848589,5.46826398601811,2.93679809870453,5.8168300688267,5.34959174255675,5.58488435262325,4.55854316494535,3.57454963089938
"RUNX3",3.23138632503391,4.48218356113188,4.12169513157393,2.944727285751,3.797511088685,2.69792946567933,2.74506518822346,3.84914859902853,3.12219229261573,2.81056649372516,2.00169417154207,3.23339726410188,4.26440131275335,3.01526561768309,2.25462427521933,3.75673510555971,2.64186967436221,2.74092756031863,1.31533436033438,4.19518221441161,5.1515544356999,4.54633887675812,3.52962107882625,3.13958409404237,4.13623240865207,3.80027869568771,2.99727433995868,2.07573798239408,6.09268104071284,4.34772234261523,4.33354538442796,2.83844759254846,3.80027869568771,4.37192123324425,3.65160282459666,3.45267449876074,2.79618241072001,1.07519031415522,2.35335152366632,3.82633492719721,3.58749701189607,4.35997088833675,2.30410212292048,4.92382424563354,2.37049910320235
"FHL1",2.87707672640934,2.70854041575034,2.96040050117919,3.39765238810898,3.90981149870834,2.92495498496888,5.23869898088861,3.40193076926911,2.89530262133331,5.16480236519728,3.29388543030237,2.82995101162497,4.4230066268499,1.86100251362365,1.53744517515163,3.869950347659,2.99374681165975,2.6490175651316,3.27268016762593,1.56218135647187,4.73322959091239,3.63574278467403,2.42094045613708,5.1346439915918,1.52832126339897,4.33656904176912,2.17833220859262,2.84410439848547,3.52994584978325,4.51601514700366,2.85589006023251,3.09531684153477,4.82247523230804,4.36930594261445,2.19194159262148,3.79738657709496,3.38211385993393,3.2363701563104,3.53692322950229,2.8938087363515,3.66997917420987,6.68079833146222,3.85518243905351,6.11768880981481,4.68149424341479
"BIRC3",6.5834709450757,2.91800451859787,5.83654526924485,5.94900257838678,5.4032609042937,5.13142485888825,6.39817590644231,5.40151101064005,4.21940088215824,5.20041018787406,4.08668187730125,4.92085064075745,5.81622848990026,4.37856017467372,5.10930622745553,4.60699882573193,3.63629979635186,4.92271640215616,2.09325592066642,4.05195497893856,6.6153383100486,4.93760804600208,6.34587180161045,4.80274123354144,2.73855168652023,7.38584601118766,7.79790854596818,3.71080092459082,7.1600236692611,4.96798473541539,6.18919200596365,5.57285632844407,4.84538466763169,5.53945662708491,6.58300451751426,4.56604794762508,4.64619722611372,2.39239986014005,3.67891698667984,7.3323534811464,4.41034788928136,5.69173514558446,4.54879417146503,5.55749586749894,6.0755090994727
"PLEKHO1",5.20852896487793,3.13633906134221,6.08349421959088,4.45703606864281,5.19089926274178,5.11376716560225,5.38463008463711,6.29740971224439,5.08144189426962,4.44588558172038,4.32238247226456,4.48477617958407,6.00654712988132,4.85163412087045,4.67305320199438,5.58988630255598,4.31502997441435,5.11821435265012,3.27741945706503,4.38529297364579,4.69527562643105,6.12981465514987,4.94452115299599,5.90721516547998,3.71196838533347,5.41718416450018,4.39048197201423,4.72305609720844,7.30060057729935,5.19889484661233,5.49542015464704,4.38355223995426,6.39740253789268,5.53028303456628,5.31249455490768,4.9701035892025,4.81259063700274,3.88120452787092,4.26437128475791,4.95823021167137,4.83487804431514,5.65754568965201,4.24923294132341,6.26314147688307,4.97818647549626
"GCLM",4.31521841136579,3.45451809777138,3.68722869428394,3.32882210612624,4.58964964858275,3.40729836010379,3.67997545704345,3.07843905102752,3.68194394730574,3.3012510760489,3.50052164337954,2.9439025779581,2.8532571495293,3.43239825008368,1.50248336754651,2.9730969195353,3.81096743796759,2.36921519412574,4.46118801391796,3.61585177099536,3.88172334383916,4.59432161774832,3.28126797353836,2.94039230080495,2.47453987721534,2.82554142710183,3.16090405777965,3.68944454108298,1.89153584210597,5.1871461713255,2.68842656946867,3.7125627664528,2.46207850177192,2.45343856134876,3.32041246925165,4.09957294269141,4.31128512533349,4.10077585808313,3.82329080384707,3.19714197579326,4.4229259200241,3.34721208558565,3.92298749827047,2.43421454015714,3.11034653767036
