"Outcome","Gene","Study","Coef","SE","N","Pval","Cancer_type","Treatment","FDR"
"R vs NR","TGIF1","Gide__Melanoma__PD-(L)1",-0.006,0.321,38,0.984539672858402,"Melanoma","PD-(L)1",0.984539672858402
"R vs NR","PER1","Gide__Melanoma__PD-(L)1",-0.371,0.343,38,0.279525822374128,"Melanoma","PD-(L)1",0.408717772490565
"R vs NR","CIITA","Gide__Melanoma__PD-(L)1",-1.348,0.569,38,0.0178349302200259,"Melanoma","PD-(L)1",0.059294854718081
"R vs NR","PRF1","Gide__Melanoma__PD-(L)1",-1.646,0.578,38,0.00437415791419388,"Melanoma","PD-(L)1",0.036523883966419
"R vs NR","TIGIT","Gide__Melanoma__PD-(L)1",-1.337,0.499,38,0.00737734295112841,"Melanoma","PD-(L)1",0.036523883966419
"R vs NR","TENT5C","Gide__Melanoma__PD-(L)1",-1.249,0.498,38,0.0122015460032369,"Melanoma","PD-(L)1",0.0549140777351555
"R vs NR","HLA.DRB1","Gide__Melanoma__PD-(L)1",-1.262,0.571,38,0.0269601843539372,"Melanoma","PD-(L)1",0.0711993137165577
"R vs NR","TSC22D2","Gide__Melanoma__PD-(L)1",-0.416,0.343,38,0.225150450133774,"Melanoma","PD-(L)1",0.35064414365096
"R vs NR","HLA.DQA1","Gide__Melanoma__PD-(L)1",-0.869,0.44,38,0.0481080608949708,"Melanoma","PD-(L)1",0.114256644625556
"R vs NR","ZNF165","Gide__Melanoma__PD-(L)1",0.348,0.344,38,0.311574481108535,"Melanoma","PD-(L)1",0.42535391749914
"R vs NR","PDCD1LG2","Gide__Melanoma__PD-(L)1",-1.302,0.585,38,0.026022687952276,"Melanoma","PD-(L)1",0.0711993137165577
"R vs NR","CD3E","Gide__Melanoma__PD-(L)1",-1.563,0.559,38,0.00519268589442135,"Melanoma","PD-(L)1",0.036523883966419
"R vs NR","HLA.DRA","Gide__Melanoma__PD-(L)1",-0.958,0.476,38,0.0443107464597087,"Melanoma","PD-(L)1",0.107936433683906
"R vs NR","HLA.E","Gide__Melanoma__PD-(L)1",-1.037,0.478,38,0.0300459360234797,"Melanoma","PD-(L)1",0.0771449708710966
"R vs NR","PSMB10","Gide__Melanoma__PD-(L)1",-1.179,0.473,38,0.012716944317615,"Melanoma","PD-(L)1",0.0549140777351555
"R vs NR","SIGLEC14","Gide__Melanoma__PD-(L)1",-0.235,0.337,38,0.485332042993142,"Melanoma","PD-(L)1",0.588351016257828
"R vs NR","CCL5","Gide__Melanoma__PD-(L)1",-1.74,0.563,38,0.00201822822367899,"Melanoma","PD-(L)1",0.036523883966419
